
;side,
CreateMeshBuilder
Addvertex, -5.75, 8.2, 0,
Addvertex, 9.25, 8.2, 0,
Addvertex, 9.25, -0.3, 0,
Addvertex, -5.75, -0.3, 0,
Addface, 0,1,2,3,
generatenormals,
LoadTexture,tunnel_entrance.bmp,
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,1,0
SetTextureCoordinates,2,1,1
SetTextureCoordinates,3,0,1
Setdecaltransparentcolor,0,0,0,

;walls,
createmeshbuilder,
addvertex,	-2.45	,	-0.3	,	0	,
addvertex,	-2.75	,	0.8	,	0	,
addvertex,	-3.05	,	1.9	,	0	,
addvertex,	-2.95	,	2.9	,	0	,
addvertex,	-2.75	,	3.8	,	0	,
addvertex,	-2.25	,	4.7	,	0	,
addvertex,	-2.00	,	5.5	,	0	,
addvertex,	-0.55	,	6.2	,	0	,
addvertex,	0.45	,	6.7	,	0	,
addvertex,	1.35	,	6.9	,	0	,
addvertex,	2.35	,	6.8	,	0	,
addvertex,	3.45	,	6.5	,	0	,
addvertex,	4.35	,	6.3	,	0	,
addvertex,	5.35	,	5.7	,	0	,
addvertex,	6.05	,	4.9	,	0	,
addvertex,	6.65	,	4.1	,	0	,
addvertex,	6.85	,	3	,	0	,
addvertex,	6.75	,	1.9	,	0	,
addvertex,	6.65	,	0.7	,	0	,
addvertex,	6.25	,	-0.3	,	0	,
addvertex,	-2.45	,	-0.3	,	25.1	,
addvertex,	-2.75	,	0.8	,	25.1	,
addvertex,	-3.05	,	1.9	,	25.1	,
addvertex,	-2.95	,	2.9	,	25.1	,
addvertex,	-2.75	,	3.8	,	25.1	,
addvertex,	-2.25	,	4.7	,	25.1	,
addvertex,	-1.45	,	5.5	,	25.1	,
addvertex,	-0.55	,	6.2	,	25.1	,
addvertex,	0.45	,	6.7	,	25.1	,
addvertex,	1.35	,	6.9	,	25.1	,
addvertex,	2.35	,	6.8	,	25.1	,
addvertex,	3.45	,	6.5	,	25.1	,
addvertex,	4.35	,	6.3	,	25.1	,
addvertex,	5.35	,	5.7	,	25.1	,
addvertex,	6.05	,	4.9	,	25.1	,
addvertex,	6.65	,	4.1	,	25.1	,
addvertex,	6.85	,	3	,	25.1	,
addvertex,	6.75	,	1.9	,	25.1	,
addvertex,	6.65	,	0.7	,	25.1	,
addvertex,	6.25	,	-0.3	,	25.1	,

addface,0,1,21,20,
addface,1,2,22,21,
addface,2,3,23,22,
addface,3,4,24,23,
addface,4,5,25,24,
addface,5,6,26,25,
addface,6,7,27,26,
addface,7,8,28,27,
addface,8,9,29,28,
addface,9,10,30,29,
addface,10,11,31,30,
addface,11,12,32,31,
addface,12,13,33,32,
addface,13,14,34,33,
addface,14,15,35,34,
addface,15,16,36,35,
addface,16,17,37,36,
addface,17,18,38,37,
addface,18,19,39,38,


generatenormals,
loadtexture,brick1.bmp,
settexturecoordinates,0,0,0.052631579,
settexturecoordinates,1,0,0,
settexturecoordinates,21,1,0,
settexturecoordinates,20,1,0.052631579,

settexturecoordinates,1,0,0.105263158,
settexturecoordinates,2,0,0.052631579,
settexturecoordinates,22,1,0.052631579,
settexturecoordinates,21,1,0.105263158,

settexturecoordinates,2,0,0.157894737,
settexturecoordinates,3,0,0.105263158,
settexturecoordinates,23,1,0.105263158,
settexturecoordinates,22,1,0.157894737,

settexturecoordinates,3,0,0.210526316,
settexturecoordinates,4,0,0.157894737,
settexturecoordinates,24,1,0.157894737,
settexturecoordinates,23,1,0.210526316,

settexturecoordinates,4,0,0.263157895,
settexturecoordinates,5,0,0.210526316,
settexturecoordinates,25,1,0.210526316,
settexturecoordinates,24,1,0.263157895,

settexturecoordinates,5,0,0.315789474,
settexturecoordinates,6,0,0.263157895,
settexturecoordinates,26,1,0.263157895,
settexturecoordinates,25,1,0.315789474,

settexturecoordinates,6,0,0.368421053,
settexturecoordinates,7,0,0.315789474,
settexturecoordinates,27,1,0.315789474,
settexturecoordinates,26,1,0.368421053,

settexturecoordinates,7,0,0.421052632,
settexturecoordinates,8,0,0.368421053,
settexturecoordinates,28,1,0.368421053,
settexturecoordinates,27,1,0.421052632,

settexturecoordinates,8,0,0.473684211,
settexturecoordinates,9,0,0.421052632,
settexturecoordinates,29,1,0.421052632,
settexturecoordinates,28,1,0.473684211,


settexturecoordinates,9,0,0.526315789,
settexturecoordinates,10,0,0.473684211,
settexturecoordinates,30,1,0.473684211,
settexturecoordinates,29,1,0.526315789,

settexturecoordinates,10,0,0.578947368,
settexturecoordinates,11,0,0.526315789,
settexturecoordinates,31,1,0.526315789,
